id,date,link,categories,authorship,tags,unique_entities,author.name,time_step,sentiment_score,article_title,cleaned_titles,topic,month
1546471,2022-01-06 17:35:12,https://www.rappler.com/business/investors-say-tie-pharmaceutical-companies-ceo-pay-covid-19-vaccine-access/,"[621, 625]",[5083],"[3144, 2772]","['Peter Singer', 'Frank Wagemans']",,0,0.163108878968254,investors-say-tie-pharmaceutical-companies-ceo-pay-covid-19-vaccine-access,"['investor', 'say', 'tie', 'pharmaceutical', 'company', 'ceo', 'pay', 'covid', 'vaccine', 'access']",global_market,2022-01
1546727,2022-01-06 21:40:51,https://www.rappler.com/business/inflation-casts-shadow-britain-retailers-2022/,"[621, 624]",[5083],"[2650, 1241]","['Roger Whiteside', 'Simon Wolfson']",,0,0.0880561568061568,inflation-casts-shadow-britain-retailers-2022,"['inflation', 'cast', 'shadow', 'britain', 'retailer']",inflation,2022-01
1546848,2022-01-07 08:30:36,https://www.rappler.com/business/updates-global-stock-markets-january-6-2022/,"[621, 626]",[5083],[2181],"['Christopher Whalen', 'Nancy Davis']",,0,0.1108082525939668,updates-global-stock-markets-january-6-2022,"['update', 'global', 'stock', 'market', 'january']",global_market,2022-01
1546827,2022-01-07 09:26:04,https://www.rappler.com/business/unemployment-rate-philippines-november-2021/,"[621, 622]",[4952],"[297, 441]","['Karl Chua', 'Dennis Mapa']",Ralf Rivas,0,0.1128541666666666,unemployment-rate-philippines-november-2021,"['unemployment', 'rate', 'philippine', 'november']",global_market,2022-01
1547593,2022-01-07 23:20:35,https://www.rappler.com/business/unemployment-rate-united-states-december-2021/,"[621, 622]",[5083],"[1870, 2799, 2665, 1872]","['Sal Guatieri', ""Jim O'Sullivan"", 'Joe Biden', 'Andrew Hollenhorst']",,0,0.037028125644197,unemployment-rate-united-states-december-2021,"['unemployment', 'rate', 'united', 'state', 'december']",global_market,2022-01
1547666,2022-01-08 09:46:17,https://www.rappler.com/business/updates-global-stock-markets-january-7-2022/,"[621, 626]",[5083],[2181],"['Charlie Ripley', 'Barry Gilbert']",,0,0.076061029162881,updates-global-stock-markets-january-7-2022,"['update', 'global', 'stock', 'market', 'january']",global_market,2022-01
1547677,2022-01-08 10:10:05,https://www.rappler.com/business/citigroup-to-fire-unvaccinated-staff-united-states-january-2022/,"[621, 625, 626]",[5083],"[1416, 2469]","['Adam Galinsky', 'Jacqueline Voronov', 'Joe Biden', 'Scott Kirby', 'Chase Hattaway', 'Hall Booth Smith']",,0,0.1287537462537462,citigroup-to-fire-unvaccinated-staff-united-states-january-2022,"['citigroup', 'fire', 'unvaccinated', 'staff', 'united', 'state', 'january']",global_market,2022-01
1548380,2022-01-09 21:45:21,https://www.rappler.com/business/indonesia-talks-industry-coal-distribution-problems-export-ban-january-9-2022/,"[621, 622, 624]",[5083],"[2716, 1141, 2290]","['Yeo Han koo', 'Luhut Pandjaitan', 'Hendra Sinadia']",,0,0.0666170634920634,indonesia-talks-industry-coal-distribution-problems-export-ban-january-9-2022,"['indonesia', 'talk', 'industry', 'coal', 'distribution', 'problem', 'export', 'ban', 'january']",uk_bugdet_unemployment,2022-01
1548387,2022-01-09 22:00:36,https://www.rappler.com/business/sri-lanka-gotabaya-rajapaksa-asks-china-restructure-debt-repayments-january-2022/,"[621, 622]",[5083],"[2551, 2588, 2439]","['Wang Yi', 'Gotabaya Rajapaksa']",,0,0.0677058531746031,sri-lanka-gotabaya-rajapaksa-asks-china-restructure-debt-repayments-january-2022,"['sri', 'lanka', 'gotabaya', 'rajapaksa', 'asks', 'china', 'restructure', 'debt', 'repayment', 'january']",sri_lanka_crisis,2022-01
1548565,2022-01-10 13:15:03,https://www.rappler.com/business/philippine-airlines-president-gilbert-santa-maria-says-quitting-never-option/,"[621, 625, 741]",[4952],"[2487, 3275, 1416, 15956]","['Lucio Tan', 'Gilbert Santa Maria', 'Santa Maria']",Ralf Rivas,0,0.0084483225108225,philippine-airlines-president-gilbert-santa-maria-says-quitting-never-option,"['philippine', 'airline', 'president', 'gilbert', 'santa', 'maria', 'say', 'quitting', 'never', 'option']",ph_marcos_jr,2022-01
1549001,2022-01-10 18:45:07,https://www.rappler.com/business/photos-emperador-brandy-museum-opens-iloilo-city/,"[621, 625, 648, 646]",[4952],"[1453, 1343, 2567, 3156]","['Bodegas Fundador', 'Bodegas Terry', 'Bodegas Garvey', 'Kevin Tan']",Ralf Rivas,0,0.0277529761904761,photos-emperador-brandy-museum-opens-iloilo-city,"['photo', 'emperador', 'brandy', 'museum', 'open', 'iloilo', 'city']",ph_marcos_jr,2022-01
1549131,2022-01-10 22:45:40,https://www.rappler.com/business/philippines-urges-indonesia-lift-coal-export-ban-january-2022/,"[621, 622, 624]",[5083],"[3171, 2716, 1141, 2696, 2290]","['Alfonso Cusi', 'Win Gatchalian', 'Arifin Tasrif']",,0,0.0070075757575757,philippines-urges-indonesia-lift-coal-export-ban-january-2022,"['philippine', 'urge', 'indonesia', 'lift', 'coal', 'export', 'ban', 'january']",uk_bugdet_unemployment,2022-01
1549217,2022-01-10 23:10:33,https://www.rappler.com/business/philippines-court-appeals-clears-kazuo-okada-fraud-charges/,"[621, 625, 622]",[5083],[2538],"['Kazuo Okada', 'Okada Manila', 'Tiger Leisure']",,0,-0.053125,philippines-court-appeals-clears-kazuo-okada-fraud-charges,"['philippine', 'court', 'appeal', 'clear', 'kazuo', 'okada', 'fraud', 'charge']",ph_marcos_jr,2022-01
1549664,2022-01-11 14:50:06,https://www.rappler.com/business/spia-consortium-bags-original-proponent-status-sangley-airport-january-2022/,"[621, 623]",[4952],"[2283, 2487, 1272]","['Lucio Tan', 'Luis Virata']",Ralf Rivas,0,0.0812770562770562,spia-consortium-bags-original-proponent-status-sangley-airport-january-2022,"['spia', 'consortium', 'bag', 'original', 'proponent', 'status', 'sangley', 'airport', 'january']",ph_marcos_jr,2022-01
1549249,2022-01-11 16:45:23,https://www.rappler.com/business/covid-19-omicron-speed-bump-shorthanded-united-states-factories/,"[621, 624]",[5083],"[1416, 3059, 15956, 2665]","['Jason Lippert', 'Jim Kirsh', 'Michael Tamasi']",,0,0.0697320298014742,covid-19-omicron-speed-bump-shorthanded-united-states-factories,"['covid', 'omicron', 'speed', 'bump', 'shorthanded', 'united', 'state', 'factory']",covid,2022-01
1549915,2022-01-11 16:55:19,https://www.rappler.com/business/imf-names-pierre-olivier-gourinchas-chief-economist/,"[621, 622]",[5083],[2394],"['Pierre Olivier Gourinchas', 'Kristalina Georgieva', 'Janet Yellen', 'Geoffrey Okamoto', 'Gita Gopinath']",,0,0.0652243589743589,imf-names-pierre-olivier-gourinchas-chief-economist,"['imf', 'name', 'pierre', 'olivier', 'gourinchas', 'chief', 'economist']",inflation,2022-01
1549957,2022-01-11 18:00:10,https://www.rappler.com/business/go-negosyo-link-micro-small-medium-enterprises-molnupiravir-suppliers/,"[621, 622]",[4952],"[3148, 1713]","['Joey Concepcion', 'Rontgene Solante']",Ralf Rivas,0,0.0333333333333333,go-negosyo-link-micro-small-medium-enterprises-molnupiravir-suppliers,"['go', 'negosyo', 'link', 'micro', 'small', 'medium', 'enterprise', 'molnupiravir', 'supplier']",ph_marcos_jr,2022-01
1549997,2022-01-11 19:20:00,https://www.rappler.com/business/first-metro-investment-corporation-says-watch-inflation-plays-election-spending-stocks-2022/,"[621, 627, 626]",[4952],"[2666, 2181]","['Cristina Ulang', 'Victor Abola']",Ralf Rivas,0,0.0768870523415978,first-metro-investment-corporation-says-watch-inflation-plays-election-spending-stocks-2022,"['first', 'metro', 'investment', 'corporation', 'say', 'watch', 'inflation', 'play', 'election', 'spending', 'stock']",inflation,2022-01
1550609,2022-01-12 15:30:08,https://www.rappler.com/business/world-bank-global-economic-prospects-january-2022/,"[621, 622]",[5083],"[1416, 1870, 15956, 2848]","['Ayhan Kose', 'David Malpass']",,0,0.0210965307840307,world-bank-global-economic-prospects-january-2022,"['world', 'bank', 'global', 'economic', 'prospect', 'january']",inflation,2022-01
1551107,2022-01-12 21:15:08,https://www.rappler.com/business/cathay-pacific-comply-with-hong-kong-probes-covid-19-outbreak/,"[621, 625]",[5083],"[2487, 1416, 1517]","['Carrie Lam', 'Patrick Healy']",,0,0.1631944444444444,cathay-pacific-comply-with-hong-kong-probes-covid-19-outbreak,"['cathay', 'pacific', 'comply', 'hong', 'kong', 'probe', 'covid', 'outbreak']",covid,2022-01
1551117,2022-01-12 21:25:48,https://www.rappler.com/business/taiwan-to-launch-lithuania-credit-fund-china-pressure/,"[621, 622]",[5083],"[2551, 2666, 3263, 1536]","['Ausrine Armonaite', 'Wang Wenbin']",,0,0.0147435897435897,taiwan-to-launch-lithuania-credit-fund-china-pressure,"['taiwan', 'launch', 'lithuania', 'credit', 'fund', 'china', 'pressure']",covid,2022-01
1551139,2022-01-12 21:55:17,https://www.rappler.com/business/saudi-arabia-calls-for-flexibility-energy-transition/,"[621, 622, 624]",[5083],"[2716, 1211]","['Prince Abdulaziz', 'Abdulaziz bin Salman al Saud']",,0,0.0178571428571428,saudi-arabia-calls-for-flexibility-energy-transition,"['saudi', 'arabia', 'call', 'flexibility', 'energy', 'transition']",russian_ukraine_war,2022-01
1551174,2022-01-12 22:50:15,https://www.rappler.com/business/covid-19-omicron-weighs-on-investment-bankers-hustle/,"[621, 625, 626]",[5083],"[1416, 2469, 15956]","['James Gorman', 'Jamie Dimon', 'David Solomon', 'Drew Goldman']",,0,0.0923855311355311,covid-19-omicron-weighs-on-investment-bankers-hustle,"['covid', 'omicron', 'weighs', 'investment', 'banker', 'hustle']",covid,2022-01
1551183,2022-01-12 23:00:16,https://www.rappler.com/business/analysts-forecast-global-oil-prices-january-2022/,"[621, 624]",[5083],[2160],"['Mohammed Al Rumhi', 'Jeffrey Halley']",,0,-0.0684509637188208,analysts-forecast-global-oil-prices-january-2022,"['analyst', 'forecast', 'global', 'oil', 'price', 'january']",fuel_oil_market,2022-01
1551220,2022-01-13 08:10:34,https://www.rappler.com/business/inflation-rate-united-states-december-2021/,"[621, 622]",[5083],"[1870, 2665, 1872]","['Joe Biden', 'Jerome Powell', 'Grant Thornton', 'Diane Swonk', 'Gus Faucher', 'Chris Zaccarelli']",,0,0.0627119696969697,inflation-rate-united-states-december-2021,"['inflation', 'rate', 'united', 'state', 'december']",inflation,2022-01
1551227,2022-01-13 08:35:17,https://www.rappler.com/business/updates-global-stock-markets-january-12-2022/,"[621, 626]",[5083],"[2625, 2181]","['Rick Rieder', 'Luca Paolini']",,0,0.0452441678691678,updates-global-stock-markets-january-12-2022,"['update', 'global', 'stock', 'market', 'january']",global_market,2022-01
1552181,2022-01-13 21:45:00,https://www.rappler.com/business/indonesia-allows-coal-ships-leave-export-ban-eased-january-13-2022/,"[621, 622, 624]",[5083],"[2716, 1141, 2290]","['Perusahaan Listrik Negara', 'Arifin Tasrif', 'Luhut Pandjaitan', 'Bukit Asam']",,0,0.0221590909090909,indonesia-allows-coal-ships-leave-export-ban-eased-january-13-2022,"['indonesia', 'allows', 'coal', 'ship', 'leave', 'export', 'ban', 'eased', 'january']",uk_bugdet_unemployment,2022-01
1552193,2022-01-13 22:00:06,https://www.rappler.com/business/britain-retailers-face-inflation-hangover-after-blowout-christmas-2021/,"[621, 625, 624]",[5083],"[2650, 1241]","['Mat Dunn', 'Ken Murphy', 'Eoin Tonge']",,0,0.1839299833499833,britain-retailers-face-inflation-hangover-after-blowout-christmas-2021,"['britain', 'retailer', 'face', 'inflation', 'hangover', 'blowout', 'christmas']",uk_bugdet_unemployment,2022-01
1552200,2022-01-13 22:15:04,https://www.rappler.com/business/life-insurers-adapt-pandemic-risk-models-claims-jump-2021/,"[621, 624]",[5083],"[1416, 2762]","['Marianne Purushotham', 'Narges Dorratoltaj', 'Reinsurer Swiss Re', 'Klaus Miller', 'Brice Jabo', 'Bruno Latourrette']",,0,0.119485294117647,life-insurers-adapt-pandemic-risk-models-claims-jump-2021,"['life', 'insurer', 'adapt', 'pandemic', 'risk', 'model', 'claim', 'jump']",covid,2022-01
1552211,2022-01-13 23:00:06,https://www.rappler.com/business/explainer-oil-price-spike-limited-options-biden-united-states/,"[621, 622, 624]",[5083],"[2160, 2665]","['Joe Biden', 'Mike Tran']",,0,-0.0296917911837266,explainer-oil-price-spike-limited-options-biden-united-states,"['explainer', 'oil', 'price', 'spike', 'limited', 'option', 'biden', 'united', 'state']",russian_ukraine_war,2022-01
1552247,2022-01-13 23:15:16,https://www.rappler.com/business/china-hopes-united-states-can-enable-more-trade-deal-uncertainties/,"[621, 622]",[5083],"[2551, 2513, 2665, 444]","['Shu Jueting', 'Tom Vilsack']",,0,-0.0356481481481481,china-hopes-united-states-can-enable-more-trade-deal-uncertainties,"['china', 'hope', 'united', 'state', 'enable', 'trade', 'deal', 'uncertainty']",covid,2022-01
1552294,2022-01-14 11:26:40,https://www.rappler.com/business/northern-mindanao-sees-canceled-flights-covid-19-downs-airline-workers/,"[621, 624, 702]",[2198],"[2487, 1416, 3232]","['Jose Llacuna Jr', 'Teodoro Yu Jr', 'Froilan Gallardo', 'Arnel Agabe', 'Oscar Moreno', 'Mylah Faye Aurora Carino']",,0,0.066311553030303,northern-mindanao-sees-canceled-flights-covid-19-downs-airline-workers,"['northern', 'mindanao', 'see', 'canceled', 'flight', 'covid', 'down', 'airline', 'worker']",ph_marcos_jr,2022-01
1554630,2022-01-17 20:35:10,https://www.rappler.com/business/gross-domestic-product-china-january-december-2021/,"[621, 622]",[5083],"[2551, 1871, 1870]","['Xi Jinping', 'Nie Wen', 'Ning Jizhe']",,0,0.0989665945165945,gross-domestic-product-china-january-december-2021,"['gross', 'domestic', 'product', 'china', 'january', 'december']",ph_gdp,2022-01
1554702,2022-01-17 21:15:00,https://www.rappler.com/business/credit-suisse-chairman-antonio-horta-osorio-resignation/,"[621, 625, 626]",[5083],[2469],"['Boris Johnson', 'David Herro', 'Antonio Horta Osorio', 'Novak Djokovic', 'Thomas Gottstein', 'Tidjane Thiam', 'Axel Lehmann']",,0,0.0700813810372633,credit-suisse-chairman-antonio-horta-osorio-resignation,"['credit', 'suisse', 'chairman', 'antonio', 'horta', 'osorio', 'resignation']",credit_suisse,2022-01
1554739,2022-01-17 21:35:00,https://www.rappler.com/business/unilever-signals-pursuit-glaxosmithkline-consumer-healthcare-arm/,"[621, 625]",[5083],"[2823, 1021]","['Emma Walmsley', 'Michael Hewson', 'Alan Jope']",,0,0.0951746031746031,unilever-signals-pursuit-glaxosmithkline-consumer-healthcare-arm,"['unilever', 'signal', 'pursuit', 'glaxosmithkline', 'consumer', 'healthcare', 'arm']",ph_gdp,2022-01
1555053,2022-01-18 13:34:55,https://www.rappler.com/business/united-states-airlines-warn-5g-could-ground-some-planes-wreak-havoc/,"[621, 624, 732]",[5083],"[2487, 3261, 2665]","['Steve Dickson', 'Jessica Rosenworcel', 'Pete Buttigieg', 'Dave Calhoun', 'Brian Deese']",,0,0.0874050211940837,united-states-airlines-warn-5g-could-ground-some-planes-wreak-havoc,"['united', 'state', 'airline', 'warn', '5g', 'could', 'ground', 'plane', 'wreak', 'havoc']",airlines,2022-01
1555423,2022-01-18 17:15:00,https://www.rappler.com/business/antonio-horta-osorio-broken-promise-final-straw-credit-suisse/,"[621, 625, 626]",[5083],[2469],"['Urs Rohner', 'David Herro', 'Antonio Horta Osorio', 'Thomas Gottstein']",,0,0.0626672335600907,antonio-horta-osorio-broken-promise-final-straw-credit-suisse,"['antonio', 'horta', 'osorio', 'broken', 'promise', 'final', 'straw', 'credit', 'suisse']",credit_suisse,2022-01
1555500,2022-01-18 17:35:12,https://www.rappler.com/business/explainer-sri-lanka-financial-crisis-government-debt/,"[621, 622]",[5083],"[1870, 2588, 2439]","['Ajith Nivard', 'Nishan de Mel']",,0,0.0116847826086956,explainer-sri-lanka-financial-crisis-government-debt,"['explainer', 'sri', 'lanka', 'financial', 'crisis', 'government', 'debt']",sri_lanka_crisis,2022-01
1555569,2022-01-18 18:40:00,https://www.rappler.com/business/australian-logistics-giant-toll-group-enters-philippines/,"[621, 625]",[4952],[3066],"['Benjamin Bathan', 'Rajeev Sood']",Ralf Rivas,0,0.0329836829836829,australian-logistics-giant-toll-group-enters-philippines,"['australian', 'logistics', 'giant', 'toll', 'group', 'enters', 'philippine']",uk_bugdet_unemployment,2022-01
1555818,2022-01-18 19:50:41,https://www.rappler.com/business/unilever-offer-glaxosmithkline-consumer-health-raises-doubts-questions-strategy/,"[621, 625]",[5083],"[2823, 1021]","['Mead Johnson', 'Bruno Monteyne', 'James Targett', 'Alan Jope', 'Jeremy Fialko']",,0,0.0156119670733307,unilever-offer-glaxosmithkline-consumer-health-raises-doubts-questions-strategy,"['unilever', 'offer', 'glaxosmithkline', 'consumer', 'health', 'raise', 'doubt', 'question', 'strategy']",ph_gdp,2022-01
1555888,2022-01-18 20:55:12,https://www.rappler.com/business/eurozone-consumers-in-for-shock-power-bills-soar-2022/,"[621, 622, 624]",[5083],"[2716, 2299, 2290]","['Christian Hurtz', 'Emmanuel Macron', 'Miguel Cardoso', 'Davide Tabarelli', 'Carsten Brzeski']",,0,0.0229304954304954,eurozone-consumers-in-for-shock-power-bills-soar-2022,"['eurozone', 'consumer', 'shock', 'power', 'bill', 'soar']",russian_ukraine_war,2022-01
1555927,2022-01-18 21:20:36,https://www.rappler.com/business/with-omicron-global-economy-spots-chance-push-past-covid-19/,"[621, 622]",[5083],"[1416, 1870, 15956]","['Jerome Powell', 'Mark Rutte', 'Lawrence Young']",,0,0.065010877169968,with-omicron-global-economy-spots-chance-push-past-covid-19,"['omicron', 'global', 'economy', 'spot', 'chance', 'push', 'past', 'covid']",covid,2022-01
1556077,2022-01-19 09:50:12,https://www.rappler.com/business/japan-fumio-kishida-speech-wef-davos-agenda-january-2022/,"[621, 622]",[5083],"[1870, 1148, 876]","['Shinzo Abe', 'Fumio Kishida']",,0,-0.0417140151515151,japan-fumio-kishida-speech-wef-davos-agenda-january-2022,"['japan', 'fumio', 'kishida', 'speech', 'wef', 'davos', 'agenda', 'january']",inflation,2022-01
1556102,2022-01-19 10:10:00,https://www.rappler.com/business/prada-earnings-report-january-december-2021/,"[621, 625, 646, 689]",[5083],"[1010, 3058, 16643]","['Louis Vuitton', 'Patrizio Bertelli']",,0,0.0302083333333333,prada-earnings-report-january-december-2021,"['prada', 'earnings', 'report', 'january', 'december']",ph_gdp,2022-01
1556129,2022-01-19 10:50:25,https://www.rappler.com/business/goldman-sachs-earnings-report-q4-2021/,"[621, 625, 626]",[5083],"[1010, 2469]","['Denis Coleman', 'Chris Kotowski', 'David Solomon', 'David Hendler']",,0,0.139263820470717,goldman-sachs-earnings-report-q4-2021,"['goldman', 'sachs', 'earnings', 'report', 'q4']",ph_gdp,2022-01
1556189,2022-01-19 11:40:15,https://www.rappler.com/business/patriotic-millionaires-wealth-tax-wef-davos-agenda-january-2022/,"[621, 622]",[5083],"[2946, 392, 876]","['Abigail Disney', 'Nick Hanauer']",,0,0.0785740053597196,patriotic-millionaires-wealth-tax-wef-davos-agenda-january-2022,"['patriotic', 'millionaire', 'wealth', 'tax', 'wef', 'davos', 'agenda', 'january']",inflation,2022-01
1557016,2022-01-19 22:56:05,https://www.rappler.com/business/inflation-rate-uk-december-2021/,"[621, 622]",[5083],"[1870, 1241]","['Boris Johnson', 'Kitty Ussher', 'Andrew Bailey', 'Rishi Sunak', 'Ambrose Crofton']",,0,0.0288616378066378,inflation-rate-uk-december-2021,"['inflation', 'rate', 'uk', 'december']",inflation,2022-01
1557049,2022-01-19 23:30:58,https://www.rappler.com/business/governments-no-match-markets-european-energy-crunch/,"[621, 622, 624]",[5083],"[2716, 2299, 2290, 1241]","['Boris Johnson', 'Bruno Le Maire', 'Harry Wyburd', 'Nicolas Goldberg', 'Robert Buckley']",,0,0.0137443676395289,governments-no-match-markets-european-energy-crunch,"['government', 'match', 'market', 'european', 'energy', 'crunch']",russian_ukraine_war,2022-01
1557077,2022-01-19 23:55:59,https://www.rappler.com/business/new-york-attorney-general-details-possible-fraud-trump-organization/,"[621, 625, 622]",[5083],"[1491, 2460, 2665]","['Donald J Trump', 'Alina Habba', 'Alvin Bragg', 'Alan Futerfas', 'Allen Weisselberg', 'Donald Trump Jr', 'Donald Trump', 'Letitia James', 'Donald Trump', 'Ivanka Trump']",,0,-0.0290480055658627,new-york-attorney-general-details-possible-fraud-trump-organization,"['new', 'york', 'attorney', 'general', 'detail', 'possible', 'fraud', 'trump', 'organization']",global_market,2022-01
1557633,2022-01-20 09:30:00,https://www.rappler.com/business/bank-of-america-earnings-report-q4-2021/,"[621, 625, 626]",[5083],"[1010, 2469]","['Alastair Borthwick', 'Glenn Schorr']",,0,0.1122514043496186,bank-of-america-earnings-report-q4-2021,"['bank', 'america', 'earnings', 'report', 'q4']",ph_gdp,2022-01
1557646,2022-01-20 10:00:00,https://www.rappler.com/business/morgan-stanley-earnings-report-q4-2021/,"[621, 625, 626]",[5083],"[1010, 2469]","['Sharon Yeshaya', 'Eaton Vance', 'James Gorman']",,0,0.0230736821477562,morgan-stanley-earnings-report-q4-2021,"['morgan', 'stanley', 'earnings', 'report', 'q4']",ph_gdp,2022-01
1558066,2022-01-20 21:05:23,https://www.rappler.com/business/united-states-possible-easing-tariffs-china-goods-january-2022/,"[621, 622]",[5083],"[2551, 2513, 2665, 444]","['Shu Jueting', 'Joe Biden', 'Donald Trump', 'Katherine Tai']",,0,0.0212777777777777,united-states-possible-easing-tariffs-china-goods-january-2022,"['united', 'state', 'possible', 'easing', 'tariff', 'china', 'good', 'january']",covid,2022-01
1558102,2022-01-20 21:15:12,https://www.rappler.com/business/china-international-flight-suspensions-leave-travelers-stranded-hurt-businesses/,"[621, 624]",[5083],"[2487, 2551]","['Dwight Law', 'Jing Quan']",,0,-0.0180217296421,china-international-flight-suspensions-leave-travelers-stranded-hurt-businesses,"['china', 'international', 'flight', 'suspension', 'leave', 'traveler', 'stranded', 'hurt', 'business']",covid,2022-01
1558115,2022-01-20 21:40:56,https://www.rappler.com/business/australia-forklift-drivers-remedy-covid-19-supply-chain-pain/,"[621, 622, 624]",[5083],"[2308, 1416, 3066, 15956]","['Dan Andrews', 'Scott Morrison']",,0,0.0702837195484254,australia-forklift-drivers-remedy-covid-19-supply-chain-pain,"['australia', 'forklift', 'driver', 'remedy', 'covid', 'supply', 'chain', 'pain']",covid,2022-01
